y2_hhid,dist_road,dist_popcenter,dist_admarc,dist_auction,dist_boma,dist_borderpost,dist_agmrkt,popdensity,af_bio_1,af_bio_8,af_bio_12,af_bio_13,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,srtm_1k,twi_mwi,srtm_mwi_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetQ_avg,wetQ_avgstart,h2012_tot,h2012_wetQ,h2012_wetQstart,h2013_tot,h2013_wetQ,h2013_wetQstart,eviarea_avg,grn_avg,sen_avg,evimax_avg,h2012_eviarea,h2012_grn,h2012_sen,h2012_evimax,h2013_eviarea,h2013_grn,h2013_sen,h2013_evimax,LAT_DD_MOD,LON_DD_MOD,distY1Y2
1221-001,0,18,10,18,18,82,18,200-300,194,210,863,232,587,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1200,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1221-003,0,44,20,211,44,2,44,200-300,248,248,2309,698,1480,35,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,510,14,Low Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Severe Constraint,No or Slight Constraint,No or Slight Constraint,1184,801,18,983,618,19,1263,804,15,55.74833333333333,158,240,.5002666666666667,59.73,139,247,.4911,70.73,140,224,.4836,-9.604181000000001,33.779577,474.5
1221-004,8,24,5,24,24,70,24,200-300,198,215,864,231,604,16,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1070,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,812,633,17,815,539,19,862,690,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.883571,33.969762,14.17
1222-001,0,14,12,14,14,81,14,300-400,198,215,853,229,591,16,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,628,16,815,538,18,882,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1222-003,1,27,4,196,27,5,27,300-400,250,249,1758,472,1048,61,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,490,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1209,819,18,996,636,19,1377,870,15,55.74833333333333,158,240,.5002666666666667,59.73,139,247,.4911,70.73,140,224,.4836,-9.712961,33.838155,464
1223-001,0,19,9,19,19,82,19,200-300,193,208,870,233,591,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1230,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,890,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1224-003,1,15,10,15,15,81,15,300-400,197,213,856,230,590,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,629,16,814,535,18,884,694,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1225-001,0,4,3,109,4,56,4,500-1000,206,225,826,216,607,41,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1070,14,High-altitude Plains,Severe Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,782,609,17,802,587,19,591,503,17,53.09416666666667,168,247,.457325,69.75,147,265,.4791,52.87,175,254,.4817,-13.048482,33.501362,95.92
1226-001,0,14,11,14,14,81,14,300-400,198,215,853,229,591,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,804,629,16,816,539,18,881,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1227-001,0,18,9,18,18,82,18,200-300,193,208,870,233,591,37,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1230,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1227-002,3,55,6,75,6,106,38,100-200,194,210,908,236,641,43,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1280,15,Mid-altitude Plateaus,Moderate Constraint,No or Slight Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,Moderate Constraint,808,640,17,816,600,18,659,539,17,52.86166666666666,177,246,.4889833333333333,56.67,183,266,.4929,46.17,190,257,.5286000000000001,-13.325499,33.874914,57.71
1228-001,0,14,12,14,14,81,14,300-400,198,215,853,229,591,20,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,804,628,16,815,538,18,882,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1229-001,0,19,9,19,19,82,19,200-300,192,207,872,234,593,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1250,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,629,16,813,529,17,890,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1230-001,0,14,11,14,14,81,14,200-300,197,214,855,230,590,20,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1140,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,628,16,815,536,18,884,694,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1230-003,2,97,8,97,3,14,3,500-1000,216,230,1009,248,686,55,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1170,13,Mid-altitude Plateaus,Severe Constraint,Moderate Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,893,656,16,888,641,19,784,643,16,55.43166666666667,149,240,.4544166666666667,72.41,133,255,.464,60.21,147,241,.4597,-13.787469,32.908521,100.36
1231-001,0,18,9,18,18,82,18,200-300,194,210,863,232,590,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/semiarid,1200,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,628,16,813,530,17,888,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1231-002,2,8,7,8,8,82,8,2000-3000,201,219,858,227,596,0,Artificial surfaces and associated areas(Urban areas>50%),Tropic-warm/semiarid,1090,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,816,630,17,837,573,19,874,684,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.9147,33.770935,11.89
1231-003,1,18,9,18,18,81,18,200-300,194,210,863,232,590,10,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/semiarid,1200,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,802,629,16,814,530,18,886,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1233-001,0,19,9,19,19,82,19,300-400,192,208,872,234,592,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1260,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1234-001,0,14,12,14,14,81,14,300-400,198,215,853,229,591,16,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1130,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,628,16,815,538,18,882,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1235-001,1,19,9,19,19,82,19,300-400,193,208,868,233,591,35,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1220,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,629,16,813,529,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1236-001,0,14,11,14,14,81,14,300-400,198,215,853,229,591,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,804,628,16,816,539,18,881,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1237-001,0,17,10,17,17,82,17,200-300,194,210,863,232,587,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/semiarid,1200,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,531,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1237-002,0,19,9,19,19,82,19,200-300,192,208,872,234,592,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1260,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1238-001,1,13,11,13,13,80,13,300-400,200,217,851,228,592,18,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1100,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,805,629,16,816,540,18,879,692,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1239-001,1,19,9,19,19,82,19,300-400,193,208,868,233,591,35,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1220,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,629,16,813,529,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1239-003,1,19,9,19,19,82,19,300-400,193,208,868,233,591,35,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1220,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,629,16,813,529,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1240-001,0,14,12,14,14,81,14,300-400,198,215,853,229,591,16,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1130,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,628,16,815,538,18,882,693,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.8674,33.8281,
1241-001,0,18,9,18,18,82,18,200-300,194,210,863,232,587,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/semiarid,1200,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,628,16,813,530,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1241-004,11,19,17,97,19,54,19,50-100,208,227,790,210,582,10,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1090,13,High-altitude Plains,Moderate Constraint,Moderate Constraint,No or Slight Constraint,Severe Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,812,622,17,815,594,19,709,593,17,53.09416666666667,168,247,.457325,69.75,147,265,.4791,52.87,175,254,.4817,-13.148034,33.392864,87.59999999999999
1242-001,0,30,12,30,30,47,30,300-400,187,205,901,221,610,22,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-cool/semiarid,1240,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,850,644,16,878,632,19,889,702,16,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.1601,34.0345,
1243-001,0,19,9,19,19,82,19,200-300,192,208,872,234,592,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1260,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1244-001,5,35,16,35,35,43,35,300-400,187,205,900,218,608,14,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1210,14,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,859,649,17,867,620,19,880,699,16,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.1601,34.0345,
1245-001,0,14,11,14,14,81,14,200-300,198,215,853,229,591,22,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/semiarid,1130,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,803,628,16,815,537,18,883,694,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1245-002,0,18,9,18,18,82,18,200-300,193,208,870,233,591,35,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1230,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,801,629,16,813,530,17,889,696,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1245-005,0,37,4,37,17,104,17,300-400,190,205,886,238,614,26,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1350,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,798,632,16,784,537,17,862,667,17,53.9075,179,251,.4930333333333334,66.93000000000001,159,270,.5081,52.95,180,256,.5146000000000001,-13.692371,33.757986,22.59
1246-001,5,35,16,35,35,42,35,300-400,187,205,900,218,608,2,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1210,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,860,650,17,867,619,19,876,698,16,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.1601,34.0345,
1246-010,6,35,16,35,35,42,35,300-400,187,205,900,218,608,8,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1210,13,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,860,649,17,867,619,19,880,699,16,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.1601,34.0345,
1247-001,0,19,9,19,19,82,19,200-300,192,208,872,234,592,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-cool/semiarid,1260,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,800,628,16,813,530,17,891,697,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.7993,33.8589,
1248-001,6,36,16,36,36,41,36,300-400,188,206,896,218,607,0,"Closed to open (>15%) (broadleaved or needleleaved, evergreen or deciduous) shrubland (<5m)",Tropic-warm/semiarid,1170,13,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,861,651,17,866,618,19,872,696,16,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-14.1601,34.0345,
1249-001,3,11,8,11,11,85,11,>5000,199,216,856,228,590,10,Mosaic forest or shrubland(50-70%)/grassland(20-50%),Tropic-warm/semiarid,1140,12,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,810,630,17,825,556,19,879,684,17,57.10416666666666,165,248,.490825,68.14,150,267,.4934,60.18,163,252,.5028,-13.871859,33.773581,35.04
